番号 	Winner1 	Winner2 	Winner3 	Winner4 	Loser1 	Loser2 	Loser3 	Loser4 	レート増 	レート減
252 	MisakaMikoto 	jonny 	yokohama5 	En_AOC 	papasu 	oSaru 	Qsonata 	sanettie 	13 	12
253 	pietan 	Nulayer 	veltpunch 	bashoh 	papasu 	shiden 	yokohama5 	En_AOC 	10 	9
254 	pietan 	Lake 	En_AOC 	carrion 	nomonomo 	shiden 	yokohama5 	sanettie 	14 	13
255 	papasu 	MisakaMikoto 	shiden 	Duca 	pietan 	nomonomo 	say_to 	sanettie 	11 	10
256 	papasu 	demeking 	say_to 	En_AOC 	aikuchi 	nomonomo 	yokohama5 	sanettie 	14 	13
257 	pietan 	papasu 	yokohama5 	En_AOC 	aikuchi 	MisakaMikoto 	nomonomo 	sanettie 	19 	18
258 	pietan 	MisakaMikoto 	Chrysler 	sanettie 	guren 	nomonomo 	jonny 	sousetsu 	16 	15
259 	pietan 	nomonomo 	Chrysler 	sanettie 	guren 	MisakaMikoto 	jonny 	sousetsu 	15 	14
260 	nomonomo 	jonny 	Chrysler 	say_to 	pietan 	guren 	sousetsu 	Duca 	13 	12
261 	nomonomo 	fiiisan 	fabi 	yokohama5 	yamax 	shiden 	tsubasa 	En_AOC 	12 	11
262 	pietan 	tsubasa 	En_AOC 	sanettie 	papasu 	hiro_ 	yokohama5 	Sabo10 	12 	11
263 	pietan 	hiro_ 	simantyu 	Sabo10 	nomonomo 	Chrysler 	tsubasa 	inosisi 	19 	18
264 	papasu 	Lia 	Chrysler 	inosisi 	pietan 	nomonomo 	En_AOC 	masa-way 	17 	16
265 	pietan 	Chrysler 	oSaru 	masa-way 	nomonomo 	jonny 	Lia 	tsubasa 	14 	13
266 	pietan 	nomonomo 	Ryunji 	sanettie 	papasu 	guren 	yokohama5 	inosisi 	14 	13
267 	shiden 	ninunufu 	yokohama5 	En_AOC 	pietan 	mashi27 	sanettie 	Sabo10 	10 	9
268 	pietan 	hiro_ 	yokohama5 	sanettie 	Chrysler 	Lia 	Nulayer 	En_AOC 	16 	15
269 	MisakaMikoto 	yamax 	Chrysler 	sanettie 	pietan 	demeking 	veltpunch 	En_AOC 	12 	11
270 	co2 	yamax 	bakuon 	Cartier 	pietan 	Chrysler 	Nulayer 	mmn 	14 	13
271 	bakuon 	Chrysler 	Lia 	Nulayer 	pietan 	demeking 	Cartier 	mmn 	11 	10
272 	aikuchi 	Chrysler 	mmn 	inosisi 	pietan 	demeking 	sanettie 	carrion 	9 	8
273 	teranushi 	veltpunch 	mmn 	TENKA 	bakuon 	ninunufu 	Cartier 	NFushi 	15 	14
274 	nomonomo 	bakuon 	Cartier 	TENKA 	teranushi 	shiden 	el-nino 	NFushi 	15 	14
275 	papasu 	cafu 	mmn 	NFushi 	teranushi 	shiden 	el-nino 	TENKA 	11 	10
276 	teranushi 	shiden 	mmn 	masa-way 	papasu 	cafu 	veltpunch 	yokohama5 	12 	11
277 	MisakaMikoto 	ninunufu 	cafu 	yokohama5 	yamax 	jonny 	Cartier 	En_AOC 	12 	11
278 	pietan 	jonny 	Nulayer 	En_AOC 	MisakaMikoto 	yamax 	bakuon 	yokohama5 	8 	7
279 	pietan 	yamax 	amain 	En_AOC 	papasu 	guren 	yokohama5 	inosisi 	11 	10
280 	Chrysler 	Lia 	cafu 	inosisi 	pietan 	NFushi 	yokohama5 	TENKA 	17 	16
281 	Chrysler 	say_to 	demeking 	yokohama5 	pietan 	cafu 	TENKA 	inosisi 	18 	17
282 	MisakaMikoto 	Nulayer 	veltpunch 	mmn 	pietan 	nomonomo 	TENKA 	Sabo10 	12 	11
283 	pietan 	ninunufu 	fabi 	TENKA 	MisakaMikoto 	nomonomo 	cafu 	Sabo10 	12 	11
284 	pietan 	cafu 	inosisi 	Heigen 	nomonomo 	bakuon 	TENKA 	yama_sati 	16 	15
285 	yamax 	bakuon 	masa-way 	TENKA 	teranushi 	Lia 	samayo 	inosisi 	17 	16
286 	MisakaMikoto 	RAMI 	Lia 	TENKA 	pietan 	bakuon 	demeking 	inosisi 	14 	13
287 	hiro_ 	yokohama5 	sanettie 	inosisi 	Qsonata 	Duca 	En_AOC 	TENKA 	11 	10
288 	pietan 	oSaru 	yokohama5 	Duca 	aikuchi 	say_to 	Lake 	iti_monme 	13 	12
289 	pietan 	say_to 	Qsonata 	Duca 	aikuchi 	jonny 	El_cid 	yokohama5 	13 	12
290 	teranushi 	mmn 	iti_monme 	Lionjack 	ress 	Lia 	yokohama5 	Heigen 	11 	10
291 	pietan 	nomonomo 	yokohama5 	iti_monme 	co2 	Chrysler 	bakuon 	TENKA 	14 	13
292 	pietan 	Chrysler 	Nulayer 	TENKA 	teranushi 	nomonomo 	Retan 	sanettie 	14 	13
293 	teranushi 	guren 	Chrysler 	Lake 	pietan 	nomonomo 	Retan 	TENKA 	13 	12
294 	pietan 	Chrysler 	Lake 	TENKA 	guren 	nomonomo 	jonny 	_RS_ 	14 	13
295 	guren 	say_to 	oSaru 	TENKA 	nomonomo 	jonny 	demeking 	_RS_ 	14 	13
296 	pietan 	say_to 	yokohama5 	_RS_ 	RAMI 	jonny 	oSaru 	En_AOC 	15 	14
297 	pietan 	say_to 	yokohama5 	_RS_ 	aikuchi 	RAMI 	mitukunn 	En_AOC 	11 	10
298 	Lia 	shiden 	TENKA 	simantyu 	yamax 	Chrysler 	mitukunn 	Sabo10 	13 	12
299 	pietan 	shiden 	mitukunn 	Sabo10 	aikuchi 	Chrysler 	el-nino 	TENKA 	16 	15
300 	aikuchi 	Chrysler 	el-nino 	Sabo10 	pietan 	mitukunn 	TENKA 	En_AOC 	10 	9
301 	pietan 	mmn 	Raiden 	En_AOC 	co2 	Chrysler 	mitukunn 	TENKA 	10 	9
302 	pietan 	En_AOC 	_RS_ 	Awake 	Chrysler 	yokohama5 	mitukunn 	TENKA 	6 	5
303 	pietan 	En_AOC 	samayo 	Caesar 	Lia 	yokohama5 	masa-way 	mitukunn 	6 	5
304 	hiro_ 	En_AOC 	samayo 	Awake 	Lake 	yokohama5 	_RS_ 	carrion 	13 	12
305 	pietan 	masa-way 	En_AOC 	mitukunn 	RAMI 	Lake 	yokohama5 	Exrea 	8 	7
306 	jonny 	yokohama5 	Caesar 	poll 	Lake 	masa-way 	Exrea 	En_AOC 	12 	11
307 	pietan 	mmn 	TENKA 	Sabo10 	yamax 	Chrysler 	fabi 	simantyu 	17 	16
308 	pietan 	Izzey 	masa-way 	TENKA 	MisakaMikoto 	yamax 	Chrysler 	Sabo10 	14 	13
309 	pietan 	ninunufu 	TENKA 	Awake 	Chrysler 	Lia 	Izzey 	sanettie 	12 	11
310 	jonny 	mitukunn 	union 	Caesar 	Qsonata 	yokohama5 	tekkousen 	En_AOC 	8 	7
311 	pietan 	yokohama5 	t-masa 	Awake 	shiden 	ninunufu 	kurume 	Sabo10 	10 	9
312 	MisakaMikoto 	Exrea 	En_AOC 	Awake 	Izzey 	ninunufu 	yokohama5 	Sabo10 	14 	13
313 	teranushi 	mmn 	En_AOC 	Sabo10 	Nulayer 	Izzey 	yokohama5 	simantyu 	16 	15
314 	teranushi 	Nulayer 	TENKA 	En_AOC 	papasu 	Chrysler 	yokohama5 	Rai^-^ 	15 	14
315 	teranushi 	masa-way 	Rai^-^ 	Sabo10 	Chrysler 	yokohama5 	TENKA 	En_AOC 	14 	13
316 	Lia 	Chrysler 	yokohama5 	Sabo10 	teranushi 	el-nino 	TENKA 	Caesar 	16 	15
317 	co2 	aikuchi 	yokohama5 	Sabo10 	moomin 	Lia 	Chrysler 	carrion 	11 	10
318 	papasu 	Lia 	Chrysler 	Sabo10 	nomonomo 	moomin 	shiden 	yokohama5 	15 	14
319 	papasu 	nomonomo 	bakuon 	Awake 	yamax 	Chrysler 	shiden 	Nulayer 	13 	12
320 	yamax 	bakuon 	ninunufu 	masa-way 	otyoufx 	Chrysler 	Nulayer 	TENKA 	13 	12
321 	MisakaMikoto 	Chrysler 	mmn 	mitukunn 	bakuon 	Lia 	Izzey 	TENKA 	12 	11
322 	MisakaMikoto 	Lia 	Lake 	TENKA 	moomin 	bakuon 	Izzey 	mitukunn 	12 	11
323 	guren 	moomin 	cafu 	TENKA 	MisakaMikoto 	Lia 	Izzey 	mitukunn 	17 	16
324 	Lake 	Molt 	masa-way 	_RS_ 	oSaru 	cyam 	yokohama5 	wildcarp 	13 	12
325 	cafu 	oSaru 	mmn 	_RS_ 	Chrysler 	Izzey 	TENKA 	Lionjack 	15 	14
326 	cafu 	lyo 	Lake 	union 	Chrysler 	Izzey 	TENKA 	_RS_ 	11 	10
327 	MisakaMikoto 	mmn 	Toguro_oldxxxxx 	yokohama5 	moomin 	Izzey 	cafu 	Sabo10 	12 	11
328 	MisakaMikoto 	Lia 	Izzey 	cafu 	teranushi 	aikuchi 	veltpunch 	yokohama5 	11 	10
329 	aikuchi 	MisakaMikoto 	Izzey 	cafu 	teranushi 	guren 	bakuon 	Duca 	9 	8
330 	aikuchi 	bakuon 	Izzey 	cafu 	co2 	teranushi 	shiden 	Sabo10 	13 	12
331 	nomonomo 	shiden 	Izzey 	mitukunn 	pietan 	Lake 	En_AOC 	TENKA 	11 	10
332 	co2 	teranushi 	Izzey 	mmn 	pietan 	nomonomo 	Lia 	TENKA 	12 	11
333 	teranushi 	nomonomo 	cafu 	veltpunch 	pietan 	Lia 	Izzey 	TENKA 	13 	12
334 	moomin 	Lia 	Izzey 	TENKA 	nomonomo 	cafu 	oSaru 	tsubasa 	14 	13
335 	nomonomo 	Chrysler 	Lake 	tsubasa 	MisakaMikoto 	Izzey 	cafu 	TENKA 	11 	10
336 	MisakaMikoto 	nomonomo 	Izzey 	tsubasa 	pietan 	Chrysler 	cafu 	TENKA 	13 	12
337 	papasu 	cafu 	Lake 	bashoh 	teranushi 	shiden 	En_AOC 	tekkousen 	16 	15
338 	pietan 	MisakaMikoto 	Lake 	En_AOC 	papasu 	teranushi 	shiden 	iti_monme 	16 	15
339 	bakuon 	mmn 	veltpunch 	TENKA 	aikuchi 	cafu 	Duca 	_RS_ 	15 	14
340 	nomonomo 	bakuon 	oSaru 	TENKA 	Retan 	moomin 	Lia 	Sabo10 	13 	12
341 	nomonomo 	Lia 	cafu 	union 	Retan 	bakuon 	moomin 	Sabo10 	12 	11
342 	Retan 	bakuon 	TENKA 	Caesar 	nomonomo 	Chrysler 	Awake 	inosisi 	14 	13
343 	bakuon 	moomin 	jonny 	inosisi 	nomonomo 	Chrysler 	mmn 	TENKA 	13 	12
344 	papasu 	Retan 	mmn 	TENKA 	teranushi 	Lia 	Chrysler 	inosisi 	11 	10
345 	papasu 	guren 	Chrysler 	inosisi 	teranushi 	nomonomo 	Lia 	masa-way 	14 	13
346 	aikuchi 	cafu 	iti_monme 	inosisi 	yamax 	bakuon 	mitukunn 	tekkousen 	15 	14
347 	pietan 	yamax 	mitukunn 	inosisi 	aikuchi 	shiden 	cafu 	yokohama5 	14 	13
348 	papasu 	Chrysler 	cafu 	TENKA 	pietan 	teranushi 	tekkousen 	inosisi 	20 	19
349 	Lia 	Chrysler 	mmn 	inosisi 	papasu 	veltpunch 	TENKA 	tekkousen 	11 	10
350 	guren 	Chrysler 	veltpunch 	inosisi 	teranushi 	Lia 	TENKA 	tekkousen 	7 	6
351 	teranushi 	say_to 	inosisi 	Caesar 	Retan 	Lia 	TENKA 	tekkousen 	15 	14
352 	guren 	aikuchi 	shiden 	yokohama5 	papasu 	ress 	Lia 	iti_monme 	10 	9
353 	papasu 	Lia 	iti_monme 	tekkousen 	guren 	cafu 	kunon 	yokohama5 	17 	16
354 	Retan 	mmn 	mityu 	TENKA 	teranushi 	oSaru 	tekkousen 	inosisi 	15 	14
355 	teranushi 	Lake 	oSaru 	TENKA 	papasu 	Chrysler 	mityu 	inosisi 	16 	15
356 	pietan 	guren 	Chrysler 	inosisi 	co2 	teranushi 	bokuru 	Caesar 	8 	7
357 	nomonomo 	bokuru 	En_AOC 	tekkousen 	aikuchi 	nanaco 	amain 	yokohama5 	7 	6
358 	mmn 	el-nino 	yokohama5 	En_AOC 	shiden 	Lake 	samayo 	bashoh 	14 	13
359 	teranushi 	bokuru 	kurume 	Lake 	nomonomo 	Chrysler 	shiden 	Izzey 	12 	11
360 	mityu 	TENKA 	Duca 	takumi323 	Nulayer 	tekkousen 	inosisi 	carrion 	17 	16
361 	Molt 	batu 	TENKA 	takumi323 	kurume 	mityu 	tekkousen 	inosisi 	12 	11
362 	pietan 	bokuru 	Chrysler 	Izzey 	teranushi 	nomonomo 	Retan 	Lia 	9 	8
363 	kurume 	oSaru 	tekkousen 	inosisi 	Nulayer 	yokohama5 	TENKA 	Duca 	14 	13
364 	co2 	bokuru 	say_to 	Lake 	Retan 	jonny 	Lia 	Chrysler 	11 	10
365 	Nulayer 	hiro_ 	oSaru 	inosisi 	jonny 	Chrysler 	TENKA 	mitukunn 	13 	12
366 	Chrysler 	Molt 	El_cid 	inosisi 	jonny 	Lake 	masa-way 	mitukunn 	13 	12
367 	shiden 	cafu 	Lake 	tekkousen 	aikuchi 	fabi 	yokohama5 	En_AOC 	12 	11
368 	nomonomo 	Lake 	veltpunch 	tekkousen 	aikuchi 	cafu 	yokohama5 	En_AOC 	12 	11
369 	aikuchi 	ninunufu 	veltpunch 	iti_monme 	nomonomo 	Izzey 	cafu 	yokohama5 	13 	12
370 	papasu 	nomonomo 	iti_monme 	yokohama5 	teranushi 	isami 	fabi 	task 	14 	13
371 	co2 	Lia 	Izzey 	iti_monme 	teranushi 	nomonomo 	Cartier 	TENKA 	10 	9
372 	teranushi 	Lia 	oSaru 	masa-way 	papasu 	isami 	iti_monme 	yokohama5 	12 	11
373 	co2 	Chrysler 	Izzey 	TENKA 	nomonomo 	Nulayer 	ninunufu 	Cartier 	13 	12
374 	isami 	Chrysler 	Izzey 	inosisi 	co2 	Lake 	Cartier 	TENKA 	16 	15
375 	aikuchi 	Lake 	mitukunn 	siba 	moomin 	cafu 	tsubasa 	union 	10 	9
376 	aikuchi 	moomin 	union 	mitukunn 	otyoufx 	kurume 	ninunufu 	tsubasa 	16 	15
377 	RAMI 	Unagi 	kurume 	union 	moomin 	otyoufx 	ninunufu 	mitukunn 	14 	13
378 	nomonomo 	kurume 	cafu 	mitukunn 	moomin 	Lia 	otyoufx 	Sabo10 	13 	12
379 	aikuchi 	moomin 	cafu 	Sabo10 	nomonomo 	otyoufx 	Lake 	yokohama5 	15 	14
380 	papasu 	co2 	irina 	Sabo10 	nomonomo 	otyoufx 	cafu 	yokohama5 	13 	12
381 	papasu 	nomonomo 	isami 	yokohama5 	co2 	moomin 	shiden 	cafu 	14 	13
382 	pietan 	nomonomo 	cafu 	En_AOC 	papasu 	guren 	moomin 	yokohama5 	18 	17
383 	pietan 	nomonomo 	En_AOC 	yokohama5 	co2 	moomin 	cafu 	fabi 	13 	12
384 	moomin 	Lia 	say_to 	Awake 	papasu 	oSaru 	TENKA 	yokohama5 	11 	10
385 	ninunufu 	mmn 	oSaru 	iti_monme 	isami 	moomin 	yokohama5 	Ryunji 	12 	11
386 	moomin 	iti_monme 	union 	Ryunji 	Lake 	Molt 	TENKA 	yokohama5 	14 	13
387 	moomin 	iti_monme 	TENKA 	Ryunji 	oSaru 	Molt 	mitukunn 	yokohama5 	13 	12
388 	moomin 	shiden 	cafu 	En_AOC 	papasu 	Cartier 	tsubasa 	yokohama5 	11 	10
389 	Lia 	cafu 	Cartier 	yokohama5 	papasu 	tsubasa 	amain 	En_AOC 	15 	14
390 	papasu 	Lia 	cafu 	En_AOC 	pietan 	mannbou 	NFushi 	yokohama5 	13 	12
391 	co2 	mannbou 	iti_monme 	yokohama5 	aikuchi 	cafu 	Cartier 	En_AOC 	15 	14
392 	pietan 	cafu 	En_AOC 	TENKA 	co2 	moomin 	Lake 	yokohama5 	19 	18
393 	teranushi 	Lake 	TENKA 	yokohama5 	moomin 	cafu 	Qsonata 	En_AOC 	15 	14
394 	pietan 	ninunufu 	cafu 	En_AOC 	teranushi 	nomonomo 	moomin 	yokohama5 	16 	15
395 	nomonomo 	moomin 	oSaru 	El_cid 	pietan 	cafu 	En_AOC 	yokohama5 	8 	7
396 	teranushi 	cafu 	oSaru 	Lake 	nomonomo 	Lia 	moomin 	TENKA 	10 	9
397 	nomonomo 	Lia 	moomin 	cafu 	papasu 	teranushi 	Lake 	TENKA 	13 	12
398 	yamax 	kurume 	TENKA 	yokohama5 	teranushi 	Lake 	tekkousen 	Awake 	17 	16
399 	papasu 	el-nino 	TENKA 	tekkousen 	teranushi 	Lake 	yokohama5 	Awake 	13 	12
400 	papasu 	oSaru 	el-nino 	Awake 	teranushi 	Lia 	TENKA 	yokohama5 	14 	13
401 	aikuchi 	yamax 	moomin 	tsubasa 	pietan 	hiro_ 	cafu 	siba 	11 	10
402 	pietan 	Lake 	Cartier 	tsubasa 	moomin 	Lia 	Unagi 	cafu 	9 	8
403 	RAMI 	oSaru 	Lake 	yokohama5 	bakuon 	cafu 	Cartier 	En_AOC 	13 	12
404 	RAMI 	shiden 	oSaru 	Cartier 	pietan 	bakuon 	yokohama5 	Awake 	11 	10
405 	pietan 	RAMI 	TENKA 	Awake 	bakuon 	shiden 	ninunufu 	hiro_ 	10 	9
406 	teranushi 	nomonomo 	RAMI 	cafu 	pietan 	bakuon 	shiden 	mmn 	15 	14
407 	Retan 	bakuon 	hiro_ 	mmn 	teranushi 	nomonomo 	oSaru 	yokohama5 	13 	12
408 	teranushi 	nomonomo 	otyoufx 	hiro_ 	papasu 	Retan 	bakuon 	Lake 	14 	13
409 	Retan 	bakuon 	oSaru 	mmn 	moomin 	Lia 	otyoufx 	Lake 	13 	12
410 	bakuon 	moomin 	Lia 	otyoufx 	teranushi 	Retan 	oSaru 	Molt 	11 	10
411 	Retan 	Lia 	oSaru 	Molt 	RAMI 	bakuon 	moomin 	Awake 	11 	10
412 	aikuchi 	Chrysler 	shiden 	veltpunch 	pietan 	RAMI 	iti_monme 	akiyuki 	8 	7
413 	pietan 	aikuchi 	veltpunch 	iti_monme 	teranushi 	RAMI 	Chrysler 	shiden 	13 	12
414 	co2 	teranushi 	mmn 	masa-way 	RAMI 	bakuon 	moomin 	cafu 	12 	11
415 	papasu 	RAMI 	cafu 	yokohama5 	teranushi 	bakuon 	Lia 	TENKA 	12 	11
416 	Lia 	cafu 	Lake 	yokohama5 	RAMI 	bakuon 	TENKA 	Sabo10 	9 	8
417 	bakuon 	kurume 	oSaru 	Awake 	RAMI 	otyoufx 	masa-way 	TENKA 	14 	13
418 	RAMI 	masa-way 	Awake 	inosisi 	oSaru 	Molt 	TENKA 	yokohama5 	14 	13
419 	bakuon 	mannbou 	Lake 	El_cid 	pietan 	Chrysler 	Awake 	Caesar 	16 	15
420 	nomonomo 	moomin 	cafu 	Lake 	papasu 	Lia 	shiden 	Awake 	10 	9
421 	aikuchi 	moomin 	Lia 	Awake 	papasu 	Chrysler 	shiden 	kona 	14 	13
422 	RAMI 	Retan 	Chrysler 	mmn 	pietan 	shiden 	veltpunch 	fabi 	12 	11
423 	yamax 	oSaru 	veltpunch 	En_AOC 	MisakaMikoto 	Chrysler 	TENKA 	yokohama5 	13 	12
424 	pietan 	nomonomo 	otyoufx 	Sabo10 	papasu 	MisakaMikoto 	Chrysler 	TENKA 	12 	11
425 	papasu 	yokohama5 	Awake 	Sabo10 	Lia 	iti_monme 	En_AOC 	TENKA 	14 	13
426 	Lia 	yokohama5 	Awake 	Sabo10 	iti_monme 	masa-way 	En_AOC 	TENKA 	9 	8
427 	oSaru 	masa-way 	En_AOC 	TENKA 	Lia 	iti_monme 	yokohama5 	Sabo10 	14 	13
428 	aikuchi 	moomin 	cafu 	yokohama5 	papasu 	Retan 	Qsonata 	En_AOC 	16 	15
429 	bakuon 	moomin 	cafu 	yokohama5 	Retan 	Lia 	veltpunch 	En_AOC 	13 	12
430 	bakuon 	Lia 	cafu 	veltpunch 	nomonomo 	Retan 	shiden 	Awake 	11 	10
431 	teranushi 	Retan 	En_AOC 	inosisi 	papasu 	veltpunch 	nanaco 	yokohama5 	12 	11
432 	teranushi 	moomin 	veltpunch 	yokohama5 	papasu 	nomonomo 	En_AOC 	inosisi 	15 	14
433 	papasu 	moomin 	Awake 	inosisi 	teranushi 	Retan 	TENKA 	yokohama5 	14 	13
434 	nomonomo 	RAMI 	iti_monme 	TENKA 	Retan 	moomin 	oSaru 	Awake 	15 	14
435 	guren 	oSaru 	iti_monme 	Caesar 	nomonomo 	RAMI 	yokohama5 	irina 	15 	14
436 	aikuchi 	teranushi 	Lake 	yokohama5 	papasu 	Nulayer 	cafu 	iti_monme 	11 	10
437 	shiden 	cafu 	oSaru 	veltpunch 	papasu 	moomin 	iti_monme 	yokohama5 	15 	14
438 	papasu 	moomin 	yokohama5 	_RS_ 	jonny 	cafu 	veltpunch 	iti_monme 	14 	13
439 	pietan 	Unagi 	TENKA 	yokohama5 	nomonomo 	RAMI 	oSaru 	Awake 	19 	18
440 	papasu 	oSaru 	TENKA 	yokohama5 	teranushi 	RAMI 	Awake 	Sabo10 	13 	12
441 	papasu 	RAMI 	TENKA 	yokohama5 	teranushi 	Lia 	oSaru 	Awake 	17 	16
442 	RAMI 	oSaru 	Lake 	mattari 	teranushi 	Lia 	yokohama5 	inosisi 	15 	14
443 	moomin 	cafu 	ninunufu 	mitukunn 	aikuchi 	Lia 	fabi 	Sabo10 	15 	14
444 	pietan 	yamax 	yokohama5 	Sabo10 	papasu 	cafu 	ninunufu 	Awake 	13 	12
445 	pietan 	oSaru 	yokohama5 	Awake 	nomonomo 	moomin 	cafu 	Sabo10 	12 	11
446 	moomin 	Chrysler 	Lia 	el-nino 	papasu 	cafu 	mmn 	Awake 	10 	9
447 	papasu 	Lia 	cafu 	mmn 	nomonomo 	moomin 	Chrysler 	oSaru 	12 	11
448 	nomonomo 	Chrysler 	cafu 	oSaru 	papasu 	co2 	masa-way 	yokohama5 	10 	9
449 	aikuchi 	otyoufx 	cafu 	bashoh 	yamax 	moomin 	Unagi 	inosisi 	13 	12
450 	moomin 	jonny 	cafu 	hepocon 	aikuchi 	otyoufx 	yokohama5 	inosisi 	13 	12
451 	otyoufx 	cafu 	oSaru 	Sabo10 	yamax 	jonny 	yokohama5 	inosisi 	9 	8
452 	yamax 	mmn 	Molt 	yokohama5 	cafu 	Unagi 	Cartier 	NFushi 	13 	12
453 	teranushi 	Unagi 	Cartier 	yokohama5 	papasu 	isami 	amain 	Lionjack 	14 	13
454 	teranushi 	isami 	amain 	Sabo10 	papasu 	Nulayer 	yokohama5 	carrion 	13 	12
455 	papasu 	cafu 	tekkousen 	Sabo10 	otyoufx 	Nulayer 	amain 	yokohama5 	8 	7
456 	pietan 	yamax 	Nulayer 	bashoh 	papasu 	moomin 	mmn 	Lake 	18 	17
457 	pietan 	Qsonata 	iti_monme 	masa-way 	papasu 	teranushi 	TENKA 	yokohama5 	18 	17
458 	yamax 	Lia 	tanasin 	yokohama5 	papasu 	hiro_ 	iti_monme 	TENKA 	12 	11
459 	papasu 	hiro_ 	veltpunch 	inosisi 	yamax 	moomin 	Lia 	Awake 	18 	17
460 	yamax 	bokuru 	otyoufx 	inosisi 	papasu 	Nulayer 	cafu 	Sabo10 	12 	11
461 	yamax 	Nulayer 	cafu 	Sabo10 	RAMI 	Lia 	NFushi 	En_AOC 	11 	10
462 	yamax 	shiden 	Unagi 	veltpunch 	RAMI 	Lia 	Nulayer 	NFushi 	8 	7
463 	RAMI 	yamax 	cafu 	fabi 	aikuchi 	Lia 	Nulayer 	NFushi 	13 	12
464 	pietan 	RAMI 	cafu 	veltpunch 	papasu 	aikuchi 	Lia 	Nulayer 	11 	10
465 	papasu 	RAMI 	cafu 	Cartier 	pietan 	bokuru 	kurume 	mitukunn 	15 	14
466 	papasu 	RAMI 	bokuru 	Sabo10 	pietan 	cafu 	mmn 	TENKA 	17 	16
467 	teranushi 	mitukunn 	messagebox 	yokohama5 	veltpunch 	iti_monme 	batu 	NFushi 	6 	5
468 	teranushi 	bokuru 	mmn 	yokohama5 	pietan 	cafu 	iti_monme 	TENKA 	15 	14
469 	pietan 	moomin 	iti_monme 	yokohama5 	papasu 	Lia 	Cartier 	Qsonata 	12 	11
470 	RAMI 	Lia 	El_cid 	yokohama5 	teranushi 	moomin 	iti_monme 	TENKA 	14 	13
471 	pietan 	moomin 	Lake 	iti_monme 	teranushi 	RAMI 	nomonomo 	TENKA 	11 	10
472 	papasu 	bokuru 	shiden 	iti_monme 	pietan 	aikuchi 	amain 	yokohama5 	18 	17
473 	papasu 	bokuru 	moomin 	fabi 	pietan 	aikuchi 	iti_monme 	yokohama5 	12 	11
474 	aikuchi 	RAMI 	bokuru 	iti_monme 	pietan 	moomin 	Nulayer 	yokohama5 	12 	11
475 	pietan 	Nulayer 	fabi 	iti_monme 	RAMI 	bokuru 	mmn 	Lake 	17 	16
476 	pietan 	mmn 	Qsonata 	yokohama5 	teranushi 	bokuru 	Cartier 	iti_monme 	16 	15
477 	bokuru 	Retan 	iti_monme 	Awake 	Lia 	cafu 	oSaru 	TENKA 	15 	14
478 	co2 	Chrysler 	cafu 	iti_monme 	pietan 	teranushi 	tekkousen 	Awake 	14 	13
479 	pietan 	Chrysler 	oSaru 	yokohama5 	co2 	RAMI 	cafu 	iti_monme 	13 	12
480 	mannbou 	shiden 	mmn 	bieri 	RAMI 	bokuru 	cafu 	TENKA 	14 	13
481 	papasu 	RAMI 	Lia 	Nulayer 	teranushi 	nomonomo 	yamax 	oSaru 	13 	12
482 	yamax 	Retan 	Qsonata 	iti_monme 	teranushi 	oSaru 	Lake 	masa-way 	13 	12
483 	papasu 	teranushi 	amain 	TAMAzaburou 	RAMI 	Retan 	maedy 	masa-way 	12 	11
484 	papasu 	RAMI 	Retan 	_RS_ 	pietan 	Chrysler 	maedy 	masa-way 	14 	13
485 	pietan 	Chrysler 	Awake 	yama_sati 	nomonomo 	Retan 	masa-way 	_RS_ 	8 	7
486 	papasu 	cafu 	mitukunn 	Ardan 	aikuchi 	Chrysler 	messagebox 	TAMAzaburou 	15 	14
487 	papasu 	Chrysler 	fabi 	Ardan 	aikuchi 	cafu 	nanaco 	iti_monme 	12 	11
488 	yamax 	mannbou 	Chrysler 	nanaco 	pietan 	mmn 	batu 	amain 	10 	9
489 	papasu 	Retan 	Chrysler 	oSaru 	pietan 	nomonomo 	mannbou 	TENKA 	12 	11
490 	RAMI 	nomonomo 	mmn 	maedy 	pietan 	guren 	mitukunn 	TENKA 	16 	15
491 	RAMI 	mitukunn 	Caesar 	Awake 	Lake 	maedy 	masa-way 	TENKA 	14 	13
492 	Retan 	oSaru 	mitukunn 	TENKA 	papasu 	masa-way 	Caesar 	Awake 	11 	10
493 	papasu 	nomonomo 	jonny 	El_cid 	teranushi 	RAMI 	Chrysler 	oSaru 	12 	11
494 	teranushi 	Cartier 	maedy 	iti_monme 	RAMI 	Chrysler 	Lake 	TENKA 	14 	13
495 	RAMI 	Nulayer 	maedy 	iti_monme 	nomonomo 	Chrysler 	mmn 	TENKA 	11 	10
496 	teranushi 	nomonomo 	Chrysler 	Duca 	papasu 	shiden 	oSaru 	iti_monme 	12 	11
497 	teranushi 	nomonomo 	shiden 	yokohama5 	papasu 	Chrysler 	mmn 	iti_monme 	15 	14
498 	RAMI 	Retan 	Lake 	yokohama5 	teranushi 	Chrysler 	Nulayer 	Awake 	14 	13
499 	guren 	nomonomo 	Chrysler 	Lia 	pietan 	jonny 	oSaru 	maedy 	9 	8
500 	teranushi 	Lia 	oSaru 	yokohama5 	RAMI 	Retan 	Nulayer 	Awake 	13 	12
501 	RAMI 	ICE 	mitukunn 	Dummy1250 	Nulayer 	oSaru 	yokohama5 	tekkousen 	13 	12
